id,review,rating
0,"As a member of an assessment team, I found this instruction to be one of the better ones for educating new teachers - and to remind seasoned teachers what testing is supposed to doTechnical Remarks:The toolbox is essy to navigate and has many good tips",4
0,This is a wonderful site to use as a review and resource on assessment tools and how to use them.  Mueller gives examples that are easily accessible. My students really find this site helpful.,4
0,I will recommend this material to colleagues and we hope to begin using the material. It was very organized and appeared to be very useful.,5
0,Helped me to format a rubric for my TB133 classTechnical Remarks:Easy to understand,4
0,I have used this website as an instructor.  I specifically used this website to create a rubric for two MERLOT site lessons that I taught to my General Methods of Teaching students.  I then allowed the students to access the website and required them to create two authentic assessments for an upcoming lesson that they will teach. Students commented that this is a site they will refer to often and wished they had known about it earlier.  They were amazed at all of the information that this site contained.Technical Remarks: Students had no problems utilizing the site.,5
0,"The information within this website is thorough in providing foundational terminology regarding authentic assessment.  Navigating such a site can allow future teachers (and practicing teachers alike) to establish a base in comparison regarding definitions used in assessment practices.  Individuals can then evaluate what ""matters most"" to a classroom teacher and to an institution.<",4
0,A quality site. I will be referncing this as I build my rubrics for next year's teaching assignment. ,4
1,"This is an well organized and easy to navigate collection of lessons on genes, genomes and genetics. The quality of the text and figures is high, and there were easy links to a glossary.",5
1,"This material has a clear structure, is easy to navigate and is cut in slices which are easy to learn. It offers a wide variety of media and has for any learning style and learning level something to offer. Great Job!",5
1,"The Problem section in each concept is excellent. I will try to rework many of these as online quizzes for my class.
Personally, I think the apology for their role in the eugenics movement could be stronger.",5
1,"This resource offers a nice mix of text, images, animations, and videos. I could see this being a very nice supplemental resouce to help students reinforce what they are learning in the classroom.",4
1,Almost too much information. That's a good thing!,5
1,This site does a good job for learning about DNA from the beginning.Technical Remarks:This site requires java.,5
1,This is a great resource for learning genetics. Love the different levels of learning and how you can tailor the lessons based on what you are currently learning in the classroom,5
1,"There is a lot of information on this site, from reading materiasl to videos, animations, and supplementary links.  The information is clear and easy to understand. Just about any topic that you would want to cover in class concerning DNA and genetics is covered here, along with some extra interesting information. Technical Remarks:The videos and the animations both played on the school computers, which isn't always the case. ",5
1,This is a great website and I plan on using it in some of my future courses.,5
1,"I think this website is a great tool when it comes to introduicing the notion of genetics in middle or high school level. I particularly found interesting the various animations the use which is appropriate for middle school students. They also have practice problems for each concepts they introduce which is great to nail down the concept learned. As a teacher, this website will help me a lot in teaching Genetics and the notion of DNA which is sometime very abstract for younger kids to grasp.",4
1,This is a very useful site for a gen ed biology course.,4
1,wow great videos!! I have included them in my into to biology class,5
1,All I can say is wow.  I am not a biologist but this made understanding DNA very easy for me.  I will recommend this to my students that are also enrolled in genetics.,5
1,I will use this material when we get to the genetics portion of the class.  I think it will help the students to visualize some of the processes we talk about.,4
1,"I find this clear, easy to follow and interesting.  I will definitely incorporate this into my next genetics moduleTechnical Remarks:Sometimes difficult to navigate simply because of the wealth of choices.",5
1,"I have not used this particular site, but have taught the classical genetics material in classes. If you cannot have students actively doing the studies with each other face-to-face, this is the next best thing! Individuals can interact intelligently with the material and it would be an excellent supplement to pairs or small group investigations. The problems require clear critical thinking.",5
1,"I recommend this to any beginning genetics students.  The information is presented in a clear, organized approach with an animated design.  This maintains attention while covering history and theories that could otherwise become dry topics for discussion.",5
1,"I really liked the organization of the the website, the toolbar on the right side was very useful in making navigation simple. I like that the information was provided in small chunks and was simple to understand. I also liked that there was not only text to read, but there were videos and animations as well.Technical Remarks:I did not encounter and technical issues.",4
1,This site provides simple animations and explanations along with a nice mixture of text and video.,3
1,"The thing that I like most about the website, is that it is very simple looking and provides information in small chunks.  I felt that as I went through the activities, questions that came up in my mind where answered on the next slide.  In other words, it seemed really natural.  I can see using this site as homework for students and for lesson plan ideas, I probably wouldn't use it during class though.Technical Remarks:It is a basic webpage.  Does not require any installation of software, and is free.",5
1,"I love this resource because it covers many different topics related to DNA. There is everything from Mendel's pea plants, to chromosomes, to the structure of DNA. I liked this aspect since it could be used in many different lessons on DNA or genes and will have specific information for the topic that is being studied. I also liked the information on the scientists that studied the particular aspect of DNA. It is a fun way to integrate the history of science into the curriculum. It would have been even more useful if some of the scientists had a little bit more information on them, instead of just their names and pictures. Some were explained in greater length, but not all.
I didn't particularly like the organization of the site. I am happy and excited for the multitude of topics, but it was a little overwhelming as I was looking at the different topics. The topics were not organized in a usable way that teachers or students could easily locate the topic they want to learn about. It would be more useful if the topics were under subtopics of more general titles, so that the information that was needed could be more easily located. If a teacher were to use one of the pages for a lesson, they would have to look through all of the topics first to find the one that works best with the lesson. Once they found the right topic, it would be great for the student to explore, it would just be time consuming to actually locate that topic that would work with your lesson.Technical Remarks:I loved the animation that was used throughout the site. I think that it would keep students interested in the information and make  the information more comprehensible. Any demonstrations like the ones on the site, help science come alive for students and give them a more concrete visual for science procedures and concepts. This type of resource would be especially useful for visual learners.",4
1,"This a great resource. There are tons of visuals and animations that can be very beneficial to students. It is broken up into three sections: Classical Genetics, Molecules of Genetics, and Genetic Organization. Within each section there are 10-15 subsections that all include Concepts, Animation, Gallery/Images, Audio/Video, Bio, and Problems. This resource thoroughly explains concepts and provides great visuals for students.",4
1,This is one of the better pages I've came across! Very informative and interesting!Technical Remarks:This site is awesome! Has tons of multimedia to help anyone understand more about DNA. Big font makes it easier to read.,5
1,I very much enjoyed moving through the various sections in this material. The organization was well thought out and the navigation was quite easy. Well done!Technical Remarks:I appreciate all the variation. Some on-screen reading was provided. Some animation was provided. Some videos were provided. Some interaction was presented. Well done!,5
1,The animation of DNA is clear and good to drescripe,5
1,"outstanding - timeless, simple, and effective",5
1,"Lots of information. Teacher can use it to pull information. Older students can handle the site. Lots of reading.

The right side could be organized better, the font is too small.Technical Remarks:Easy to navigate. Links open in new window. Video clips open on site page.",4
1,"I recommend this site to all teachers.  It was very thorough and students of all ages were able to grasp the concepts.  I especially liked the short, but information packed, dialogues.Technical Remarks:I found it easy to use.",5
1,"I spent about a half an hour reviewing the DNA from the beginnings presentation tool.  I found it to be interesting yet informative. 
I thought the content was well presented in a fashion which made it easier to learn.  This tool used animation, video, and sound to create a learning environment which is conducive to all learning styles. 
The site ran quickly and smoothly and without error.  I would recommend to anyone trying to give a visual representation of DNA to a high school class.Technical Remarks:This tool was extremely easy to navigate through.  It would be ok for a beginner/novice to use the tool in the classroom setting.",5
1,"Hi to all the other members.My classes and i find it to be helpful in many ways.One thing i have to say if your child or students have trouble with physics,genetics,biology,..Get this book!It keeps the focus and it is simple.Technical Remarks:The book needs more of a ""mature foundation"".Simply meaning that it needs to be something more.It is still a good book",3
1,I am planning to get this for my up and coming Genetics Class. I hear it is a great source for reference on anything regarding Genetics.,5
1,this is really really useful.I felt genetics very intresting after entering the site.thanks to the submitter.!!,5
1,Ive always been interested in genetics and this website is a fun way to review and learn new things related to that topic. The animations and problems are great interactive devices to allow one to think about what is being presented. The audio visual interviews presented many  facts in a way that is more interesting and fun than just reading.,5
1,I enjoyed the visual DNA graphics. It tends to allow you to enjoy what you're learning much easier than writing on paper. Thanks!,5
1,This site offered great animation and clear instructions.  The site ran quickly and with out error.  This is a great tool for any upper level highschool science teacher and a great resource for students to use.,4
1,"This website is easy to use and has very quick animation.  I feel that it would be a great aid in a high school biology class or at the college level.  i thought that the set up of the website, makes it easy to find what you are looking for in genetics, DNA, or general questions.  The graphics make it very easy to understand the piont of the animation.   ",5
1,"Excellent. Great graphics, easy to understand and use. ",5
1,Outstanding graphics and in depth portrayals of topics. A powerful learning device for novice and expert alike.,5
1,"Excellent material, very comprehensive and useful.It is as good as it is even ""addictive"": you can not stop learning.The content is very well organized and it is very easy to use it.Technical Remarks: Quick animations. Fairly good design although some drawings sould be improved (a very very minor fault, and based in my personal opinion).",5
1,"I am a fourth year college student.  I was instructed by my college professor to join merlot and to review three websites and pick my favorite.  This was my selection.I feel this website was of the highest quality.  It provided a vast array of information in an enjoyable manner.  The webpages were setup in such a way that you don't realize how much you are learning until you have completed the ""lesson"".  I am currently taking a genetics course at South Dakota State University, and we have or are currently covering many of these topics.  I found it much more effective to ""view"" the experiments rather than merely hear about them.  The videos and sound were excellent and I appreciated the animation allowing me to move at my own pace.  I was not forced to move through too quickly, or drug along for a long ride.I believe this site would be beneficial to any student who learns well by seeing and hearing the topic in pictures and sound simultaneously.I found this site to be extremely easy to navigate.  The side menu options are always the best way to go.  I appreciated being able to select the next topic quickly.  I also thought the tabs on the bottom of the page which allowed the selection of different functions without using the ""back"" button were efficient.",5
1,"I reviewed this site for about an hour initially, then returned to it to plan how to use it in my general biology classes. I plan to use it in March.Quality of Content: 	Comprehensive, accurateinformation from classical genetics to today?s advances in molecular genetics. The credibility of the source, the DNA Learning Lab at Cold Spring Harbor Lab, insures that learner that the information is ?first hand? and accurate.  Much of the content is presented by the actual researchers (primary sources) and reflects therealism of day-to-day lab research conducted by real people.  Wonderful historical reflection on DNA research as well as today?s progress.Potential Effectiveness as a Teaching-Learning Tool:	This source addresses a variety of leaning styles by using tutorials, explanation of terms, audio/visual,animations, and interaction during the problem phase. The links are helpful to instructors and/or serve as a springboard for student reflections or projects on thetopic.  The information is presented in ways that are relevant to learners and the problem-solving approach helps learners advance to a higher level of learning and reasoning.  This approach leads to more meaningful learning than just memorization.  The lessons teach forunderstanding.  These activities also expose learners to real science and the people who have contributed to our knowledge of DNA.  They show that science is a means ofproblem solving that can be applied to other contexts.An index of content could be helpful, especially for students who are unfamiliar with the content.  If it ould be more interactive (not just tutorial) the learners could be more involved.  Ease of Use: 	No problems here.  It was very well organized and the format was consistent.  Learners can focus on the content and not be bogged down with navigation issues. MERLOT rating scale: Quality of Content ******   Potential Effectiveness as a Teaching-Learning Tool ****Ease of Use*****JoDale Ales",5
1,"I use this site when teaching a sophomore core course in cell and molecular biology.  The tutorials and assignments that animate classical experiments, such as the Griffith transformation, Hershey & Chase and the Meselson & Stahl experiments are excellent.  Using them in a classroom setting allowed me to cover the material in one half the ususal time, and allowed me to ask more thought provoking questions on the exam.  Students seemed to comprehend the experimental designs faster and better, and commented very positively on the supplemental use of this site.",5
2,Very helpful site as it includes cultural information as well as language.,5
2,Provides video and an explanation of daily tasks in different languages and from a variety of cultural perspectives. Very useful in beginning language instruction.,4
2,"Good site for students to hear various Spanish speakers from various countries. Teachers need to review and select videos prior to student use.Technical Remarks:easy to navigate, good video",4
2,"This website houses an archive of very short media clips that run from approximately 10 - 30 seconds each.  The clips are of daily situations: going to the pharmacy, taking a taxi, saying hello to a friend on the street, and so on, and would be great to supplement materials being learned in class and/or to highlight different accents between countries and even within countries.",5
2,"Very effective for basic knowledge of languages.
It is an interesting material because it is always possible to compare language amd culture in overworld wide vision.Technical Remarks:Very quick and easy to use.",5
2,"This website provided a lot of information from a lot of different languages. If I were to pursue languages for a teaching subject, I would definitely come back to this site and use it to its full extent.",4
2,"As a future language teacher, I found this website very helpful. There are several languages covered on this site. I know I often have a hard time finding websites which will pertain to my subject matter, but this site tries to accomodate as many people and interests as possible.For each language ther are several themes discussed which include activites. There are pictures and videos to engage students and to promote a more hands on approach to learning a language. I personally found this site to be very welcoming and easy to use.Technical Remarks:I found the videos and links very easy to use.",4
2,"This course covers beginning and intermediate learners and focuses on listening, reading, speaking and writing. It offers a wide collection of authentic audio and video files from different Arabic countries. Some of the audio and video files are accompanied by English transcripts available in MS and PDF format. In addition there are 101 grammar rules that cover all basics grammatical concepts.",5
2,"This is a very useful website.
Though it doesn't have abundance of materials, it uses all the multimedia materials.
It is good in the sense that it provides good examples of how to use them.Technical Remarks:Instead of making the users download the multimedia files, embedding them in the web would have been much better... by using Flash or something like that.",5
2,"I'm a student at CSUMB now, but I'm still teaching language in the classroom, and I have used this site in the classroom. Students seem to really enjoy it, and i am impressed with the integration of video, and the inclusion of the transripts along with them. A well done site.Technical Remarks:This site requires you to have RealPlayer installed on your computer or an audio player that will play .ram files.",5
2,"Teaching and learning of foreign language does not require only to acquire certain amount of words, phrases or speaking at certain level. Body language is extremly important and it goes along with spoken language. Foreigner who speaks target language will be understood and accepted by natives much better if such pesron shows certain level of body language. Expression of respect, or love varies from language to language. For example when I try to say to my wife ""I love you"" in English, I really do not feel much of love, and perhaps I do not show it neither. This URL is very valuable for those who learn language using media or through colborative learning. Along with learning of pronunciation of sounds, phrases, or speaking at any level, these video clips show what body language goes with spoken language.Technical Remarks:I have feeling that some of characters are a little bit shay in front of cameras, which significantly decreases their natural performances.",5
2,"This site provides the authentic video, audio, and pictures from 35 countries in 25 languages. The materials cover practical topics such as greetings, family, travel, transportation, and shopping, etc. It contains strong cultural content and English transcripts. 
I like the format of this course as it categorized the learning dialogs in different topic, each topic has a link to the video and script file, plus vocab. Viewers can hear and see the dialogs in their own pace. Hope that this course will include more languages in the future. I can adapt the format to create my web course in my school.Technical Remarks:It is simple and easy to use!",4
2,"This is a great website with numerous short video clips, photos and written material addressing culture and different other issues that every language learner needs to know and pay attention to. I like the fact that the clips are short and ?down to the point?.  As a language teacher, I noticed that students get overwhelmed with ?too much spoken language?, especially at the early stages of learning a second language. I also like the fact that all video clips are accompanied with a target language transcript and English translation. I personally used Croatian and Serbian materials, and students really enjoyed seeing authentic settings, pictures, language, and cultural messages that came with it.Technical Remarks:The site is user friendly and is very simple to navigate. 
Some of the sounds might need improvement.",4
3,the ability that this site has to use 2d and 3d examples right in front of you helped to get a better understanding of the graph. being able to see it from all angles helps to figure all possibilities.Technical Remarks:very many tools to use in many different ways to solve many problems.,4
3,"I have reviewed the material at Merlot.org over the past few months now after being introduced to the site by my instructor.  I believe it to be an awesome resource.  Yes, I do believe that the materials accurately present concepts and models that are educationally significant.  Additionally, the potential effectiveness for enhancing the learning process I found to be significant.  I found the material and the website to be user friendly, however, at a quick glance it would appear crowded with information and necessary to focus on each point specifically without a general overview present.Thanks,Bryan M. Woods",5
3,I looked over this website that had a lot of informational reading with some examples to look at. Not much interaction is envolved in this website but it was definatly educational and easy to follow. ,3
3,"This has been one of the best graphing programs I've seen so far. The software covers a variety of mathematical fields, especially calculus and differential equations. This can be used both in class and at home for students who want to explore more about Math and Physics.Technical Remarks:It takes a little bit of time to get accustomed to this program. However, the interface is friendly, easy to use. Plus, all the questions are answered in detail in the help section.",4
3,i spent about 10 minutes looking at this program. the program is nice because it is simple to use.students and teacgers can use this software because it helps people in different math categories.,4
3,"I spent about 10 minutes reviewing it. It seemed to have a lot of valuable math applications ready to go for you, for all types of math levels ranging from root finding to vector plotting; no idea what these things are, of course. I think it'd be useful for teachers in classrooms who can use it to enhance student learning who are visual learners. The tools are there,  for ex. to manipulate a curve at the press of a button so the student sees the concept relating to the visual.",4
3,"I found MVT to be very useful for many different problems and applications.  As a teaching tool this would be very effective for a high school to college level math student.  Great for someone who knows computer language.Technical Remarks:The problem with MVT is its plotting system, when plotting certain graphs it seemed to be inaccurate.  The software is also a little hard to use when trying to plot more difficult equations.",4
3,"well organised and usefull, lacks in user friendliness but generally recommended",4
3,"I found Mathematical Visualization Tool very helpful for many different problems and applications. It would be an effective teaching tool for all math levels. It makes the student understand the different between 1D, 2D and 3D.",4
3,"This is an excellent online graphing utility.  This software can be utilized from the basic math courses all the way up to the very intermediate math courses.  However, there may need to be some directions included on how to effectively use the utility.  Nevertheless, the help section gives very detailed explanations.  Overall, the end user aspect is user friendly. ",4
3,It looks great and also very useful for people for people who can benefit from this tool.,5
3,"Is interesting, easy to use and has many resources",4
3,"It was somewhat easy to use on problems.But it was more useful for many problems.I think any level of math would be very useful with this.It teachers use this, they will surely learn more effectivley. First time users shouldnt feel that uncomfortable wiht it, as for me it was quite easy.Technical Remarks:I really like this one.",3
3,I enjoyed interacting with the 3D function plot. I moved it and twisted it in so many ways. I even pushed some of the buttons that made it transform it's state of being. It got me curious on what else I could click on to find out how math can entertain me. Math isn't my strong suit. But being able to manipulate what was presented to me at first was fun and educational.Technical Remarks:Having to click on the object and hold down to move the object any which way I could was amazing and had me wanting more. But I wanted to give my comment in so others can definitely and substantially know that this is a site to visit and learn from.,5
4,"Great educational website, numerous collection of links with learning activities regarding the nervous system. Diverse learning activities presented including, reading material, creative projects, experiments, games, and teaching lesson plans. The website is informative providing logical information and examples of projects and classroom activities for teachers to use as hands-on- activities. It also has a diverse amount of information for students or parents to access for fun activity time.The website has activities for a variety of learning levels, learning styles and a variety of age levels.           Technical Remarks:It was easy to navigate and find information related to specific topics in neuroscience. ",5
4,Great set of materials that can be used in lecture notes or as the basis for a project.,5
4,The site was very interactive and had a wide assortment of different activites for different levels of learning. I liked that the site featured questions from different students.,5
4,"This Web site recently won the Science magazine SPORE award.This has something for everyone, from a kindergarten student to an undergraduate.  In fact, my only issue with this Web site is that the title makes it seem that undergraduate wouldn't be interested. This Web site also includes a monthly newsletter that keeps you up to date on changes made to the Web site, but also on news articles pertaining to neuroscience and any other points of interest in the field.",5
4,This website contains a lot of useful information on the neuroscience. I would like to use some information and games on the lecture of nerve system in living environment class. The Q and A section has wonderful information for teachers to plan the lesson. I spend more than an hour to browse this site. I think this website is mainly for teacher not for students. I love the brain games section especially the “Brain Hieroglyphics”. By playing that game students will definitely remember the vocabularies relate to the neuroscience.,5
4,"I have not used this resource in the classroom yet, but will. I teach brain-based graduate education leadership, to teachers, principals, and superintendents. They will love this resource! This is a very thorough Web site that links to many significant sources and age appropriate.Technical Remarks:This Web site was easy to navigate, and the links provided to ""sister"" or related sites were also easy to link to and relative to this age group! 
Excellent resource!",5
4,This is an excellent resource to spark young student's interests in the nervous system. Great interactive resources for learning!,4
4,"I liked the colorful pictures and the Q and A section. This seems to be a Web site of resources more than a teaching or lesson-based site, but provides good supplemental material.",4
4,I love this website.  I have used a lot of the information in my Introduction to Psych 201 course.  It provides easy to understand  explanations of some technical concepts.  We made the pipe cleaner neurons in class and everyone loved it!,5
4,"This is a terrific site. It is engaging and challenging.  Some of the q & a were pretty sophisticated and might benefit from a little example or illustration, but",5
4,"This is a wonderful website, utilizing experimentation and exploration in the classroom.  I thought that the information provided was educationally significant and would aide in the broadening of young minds.  I also liked that there are up-to-date information sections that can keep people interested in what is happening on a daily basis.  There is always something new to learn on this website.",4
4,"I thought this was an interesting website with a lot of great information.  The reason I stopped short of giving it five stars rests in its organization.  The website says that it is for teachers and students and in fact appears to be, but some sites seemed to be aimed at one group more than the other.  The organization does not however tell you which sites are intended for which audiences.  An organized teacher could gain a lot of information and demonstration from the ideas, but a child might become flustered if they are using the site and have problems finding information they can relate to.  I would recommend this website for any teacher to study before teaching on the subject of neuroscience, but make sure you find specific websites on it for your younger students and do not expect them to be able to explore it on their own.",4
4,"This is very engaging. I am not a specialist in the field, but I did have some reservations about the section on Foetal Alcohol Syndrome. This could be potentially upsetting for children who exhibit any of the freatures which are depicted. Also, it fails to recognise that this is an uncertain area in terms of recent research.",4
4,I was on the site for a total of 20 minutes and really enjoyed the site.  I found most of the information to be very direct and well said.  This site is very good for kids especially those with burning questions.  I will be keeping this site in mind when I start teaching in my own classroomTechnical Remarks: The website was very fun to look at which is very important in todays childern.  With all the games and vertual reality things avalable its nice to see such a well designed website directed to students. ,5
4,"I navigated this site for a total of 96 minutes and was very pleased with the results. This site is directed toward many age levels and could be used in the classroom by students ranging from the elementary level to the high school level. This site helps the user develop the key concepts in neuroscience and employs interesting and fun ways to explore the dynamics of the field by providing interactive experiments, charts, and illustrations. This site is obviously designed for students at a higher reading level, as some of the information is somewhat extensive. However, for the most part, this site could easily be adapted for use by younger students through teacher guidance and instruction, as it provides clear and concrete illustrations and entertaining demonstrations  to help students develop the basic concepts of neuroscience. Although I did not use this site in a classroom, I believe it could easily be adapted for use in a classroom and could be a very useful tool that teachers could use to introduce the basic ideas found in the field of neuroscience, which would more than likely prompt students to want to find more infromation within the field on their own.Technical Remarks: This site is well organized and is very specific, breaking down topics into many subcategories that could be focused on by the instructor if used in a classroom. The site is easy to navigate as well. The use of color and entertaining photos also make the site asthetically pleasing and would definitely draw the interest of younger students who use the site.",5
4,"I feel that this site has enormous potential as a teaching tool.  I found that the site was easy to navigate so that even younger students would have no problems using it.  There is just a ton of information here and there are unlimited possibilities for lessons that can be devised from the material on this site.  I also feel that this site is great because not only can college age kids find something they are interested in, but I think that junior high and high school students would have no problems navigating this site and using it to their advantage.  I spent about 1 hour surfing this site and still didn't get to most of it.  I will definetely recommend this site to my students and will use it to incorporate a technological side to my lessons on neurological processes.  Technical Remarks: I found that this site was extremely easy to navigate.  I had no problems and the pages were quick to pop up.  There are also a lot of great extra activities at the bottom of many pages.  I think the illustrations are helpful and the language is appropriate for various age groups.",5
4,"I took three settings to go through at least 1 link for each of the the 13 parts of the resource.  I thought the content, presentation, activities and potential effectiveness were excellent.  The way information was arranged and presented was user friendly and I was able to easily move within the web page.Technical Remarks:This is covered in my general remarks, but again I want to say how teacher friendly and student friendly this site is.",5
4,"This is a wonderful, informative website!  I spent time reviewing it to help refresh my memory before completing a unit on the brain.  Also, I shared some of the activities with my teacher and classmates at the time (Health in the Elementary Classroom).  I think that some older elementary and even middle school students would enjoy reviewing the website themselves. ",5
4,I spent a number of hours looking over and reviewing the information provided on this site.  I found that the information provided would be helpful to both students and teachers.  As an educator the activities and lesson ideas were very appealing.  Children would be drawn in and would gain termendous knowledge about the nervous system by it.Technical Remarks: The site was very eye-appealling.  It was also very easy to navagate for a first time user.  It would be a site that I would come back to often.,5
4,This is an awesome website.  Very easy to navigate and a great resourse from kids to adult.,5
4,This is a great web site.Technical Remarks:> I spent about an hour reviewing this web site.  The material on this web site was easy to read and very eay to understand.  The information that I found here was just what I needed.  Thank You,5
4,"I found this website to be very interesting in that it breaks down into sections the different ways to look at neuroscience and how to teach children about it. I believe that this site allows for learning about a subject that may sound terrifying but if applied in the right manner can be fun and educational at the same time.Technical Remarks: I think that the software allows for first time users a ""user friendly"" approach.  It didn't seem to complicated in accessing the imformation that you were looking for, may just going back might be a problem. AS for the merlot system I think it is a great learning and teaching tool, and the comments from users is a great idea to see how other people have viewed the material.",4
4,"Overall I was very impressed with this website. It is an excellent teaching and learning tool. The web page is bright and colorful and is well marked for easy navigation. There are thirteen main areas to investigate. It is a fun, interactive way for students (age 13-16) to learn about the brain. It also has a section called ""Resources for Teachers"" that helps to plan a lesson!Some highlights for students are the basic facts offered about the brain in trivia style. For example,the brain is made up of 100 billion neurons and weighs approximately 3 pounds.There are puzzles, brain games and reflex games. The reflex games include turning off the lights (sothat you pupils grow big), then turning them back on to time how long it takes for them to shrinkagain. There is another reflex game where students test each others knee jerk reflex. I think thegames are significant, because they teach real concepts by doing.There is also a section on a drawing contest, a free newsletter and a place to send a card. This webpage also has a section where you can make notes and e-mail it to yourself.I highly recommend the web page as a must for any student learning about the brain in the 13-16 agegroup. It is also a must for any biology or health instructor teaching this age group about the brain. Itwould be an excellent source of fun homework for students. In other words, sending them to theweb page to learn about the Stroop Effect. It is a fun game. Try it. Some older students could utilizethe web page, but might find it 'kiddish'.MercyTechnical Remarks: Great color and interest.  Easy to navigate.",5
5,"I link to this site in my Introduction to Physical Anthropology class during the primatology component to let students explore the relationship between osteology and taxonomy. 
The detail of the pictures is excellent.",5
5,Good resource for comparative anatomy.,4
5,"Awesome learning tool for the students, would need teacher scaffolding.Technical Remarks:Excellent graphics, easy to navigate.",5
5," I have been using this site as a student for years.  As a teacher, it is well organized and easy to navigate.  Furthermore, images of the bones are easily captured for incorporating into worksheets or PowerPoint presentations.  A great resource to find uniform images of bones. ",4
5,"This tool was incredibly useful in not only explaining, but showing the similarities and differences in human bones and other animals. In terms of understanding evolution, it drives home the idea that we all came from one similar ancestor.Technical Remarks:This website was very unique in that it allowed one to look at particular bones from six different angles. It allowed me to really see the similarities and differences. I also found the site very easy to navigate. Most importantly, the site made learning about bones fun, interactive, and interesting.",5
5,"I was highly impressed with this site. It allows the viewers to see bones in a very realistic way, from different angles and views, and compare the bones to different specimens. Since it would be very difficult to get the array of bones represented in this site present in a classroom, the site allows students to interact with many different kinds of bones that wouldn't be available to them in real life.
I especially like the comparative feature on the site. It would be very useful in a lesson on the evolution of mammals, and would allow students to see the similarities and differences between the bones of different mammals.
This site would be very useful as a supplementary resource for a lesson and would allow students to navigate at their own pace, as well as investigate bones and comparisons of bones that they are interested in. There are many different bones to choose from, so students would have many choices and be able to see many different kinds of bones.
I would also be able to use this site for the students to learn the names of the different bones. It is different to learn the name of a bone and point to it on your body compared to seeing the actual bone, from all different angles. Seeing the bone would allow visual learners to connect that image to the name, and see the same bone in different mammals. The site would appeal to other learners as well, since there is a lot of interaction and options for students to explore anatomy.
I think this site is very useful for teachers and students in the study of anatomy and would benefit many different types of users. Even as I was navigating, I kept saying ""Wow"" out loud because it really gives you a picture of what our bones look like inside our body. I have never experienced that before and look forward to sharing it with my students someday.Technical Remarks:Everything was very easy to navigate through and could be easily used by a student or teacher. A teacher could also easily give directions to a student to go to specific bones and look at specific information. A student could also easily explore on his or her own and learn about the bones they are interested in or having trouble learning the names of. Everything was organized in a logical way and a user wouldn't have trouble finding the information they needed to find.",5
